Movie Name
Vidhaata
Jeeo Aur Jeene Do
Nikaah
Baghawat
Prem Rog
Dharam Kanta
Farz Aur Kanoon
Khud-Daar
Insaan
Badle Ki Aag
Teri Kasam
Ghazab
Main Inteqaam Loonga
Sanam Teri Kasam
Ashanti
Namak Halal
Desh Premee
Teesri Aankh
Rajput
Suraag
Satte Pe Satta
Hathkadi
Shakti
Nadiya Ke Paar
Hero
Coolie
Mawaali
Betaab
Naukar Biwi Ka
Justice Choudhary
Jaani Dost
Andha Kanoon
Himmatwala
Nastik
Sharaabi
Maqsad
Tohfa
Mard
Geraftaar
Ram Teri Ganga Maili
Pyar Jhukta Nahin
Nagina
Karma
Aakhri Raasta
Khudgarz
Mr India
Hukumat
Insaniyat Ke Dushman
Shahenshah
Tezaab
Qayamat Se Qayamat Tak
Aag Hi Aag
Paap Ki Duniya
Maine Pyar Kiya
Tridev
Ram Lakhan
Baaghi
Thanedaar
Aaj Ka Arjun
Jurm
Dil
Ghayal
Kishen Kanhaiya
Agneepath
Sadak
Saajan
Phool Aur Kaante
Sanam Bewafa
Saudagar
Dil Hai Ke Manta Nahin
Hum
Saugandh
Jigar
Bol Radha Bol
Tahalka
Shola Aur Shabnam
Deewana
Jo Jeeta Wohi Sikandar
Khuda Gawah
Beta
Vishwatma
Khiladi
Darr
Tadipaar
Shatranj
Santaan
Dhanwaan
Bhagyawan
Aakhri Chetawani
Aulad Ke Dushman
Bedardi
Baazigar
Parwane
Khalnayak
Hum Hain Rahi Pyar Ke
Damini
Aankhen
Anari
King Uncle
Tirangaa
Aansoo Bane Angaarey
Jaanam
Ashaant
Kaise Kaise Rishte
Baarish
Meri Aan
Tehqiqaat
Teri Payal Mere Geet
Tum Karo Vaada
Mr. Azaad
Teesra Kaun
Hum Hain Bemisal
Zaalim
Gopi Kishen
The Gentleman
Suhaag
Amaanat
Main Khiladi Tu Anadi
Bandit Queen
Andaz Apna Apna
Kranti Kshetra
Chaand Ka Tukdaa
Naaraaz
Aag
Hum Aapke Hain Koun..!
Vijaypath
Janta Ki Adalat
1942 – A Love Story
Krantiveer
Eena Meena Deeka
Mohra
Juaari
Laadla
Aatish
Ekka Raja Rani
Cheetah
Anth
Jai Kishan
Aa Gale Lag Jaa
Yeh Dillagi
Pehla Pehla Pyar
Saajan Ka Ghar
Anjaam
Betaaj Badshah
Chauraha
Khuddar
Salaami
Imtihaan
Kabhi Haan Kabhi Naa
Dilwale
Dulaara
Elaan
Raja Babu
Zamane Se Kya Darna
Tejasvini
Maha Shaktishaali
Haqeeqat
Trimurti
Gambler
Akele Hum Akele Tum
Ram Jaane
Angarakshak
Diya Aur Toofan
Dilwale Dulhania Le Jayenge
Yaraana
Barsaat
Veergati
Kartavya
Jallaad
Ram Shastra
Gundaraj
Sabse Bada Khiladi
Ahankaar
Oh Darling Yeh Hai India
Guddu
Hum Dono
Rangeela
Aatank Hi Aatank
Hulchul
Criminal
Zamaana Deewana
Takkar
Coolie No 1
Ravan Raaj
Raja
Kismat
Gaddaar
Nazar Ke Samne
Zakhmi Sipahi
Raghuveer
Policewala Gunda
Taqdeerwala
God And Gun
Prem
The Don
Maidan-E-Jung
Baazi
Hathkadi
Jai Vikraanta
Naajayaz
Andolan
Surakshaa
Jawab
Karan Arjun
Nishana
Bewafa Sanam
Ajay
Tere Mere Sapne
Saajan Chale Sasural
Dastak
Rakshak
Chhote Sarkar
Raja Hindustani
Ghatak
Maachis
Rangbaaz
Return Of Jewel Thief
Diljale
Daanveer
Angaara
Bal Brahmachari
Mr Bechara
Jeet
Sapoot
Khamoshi The Musical
Dil Tera Diwana
Krishna
Bhishma
Daraar
Fareb
Army
Chaahat
Khiladiyon Ka Khiladi
Loafer
Prem Granth
Masoom
Tu Chor Main Sipahi
Jung
Shastra
Agnisakshi
Bambai Ka Babu
Rajkumar
Bandish
Vijeta
English Babu Desi Mem
Vishwasghaat
Dushmani
Ek Tha Raja
Beqabu
Jurmana
Himmat
Chachi 420
Aflatoon
Qahar
Dhaal
Ishq
Bhai Bhai
Shapath
Ghulam-E-Mustafa
Bhai
Dil To Pagal Hai
Mr And Mrs Khiladi
Deewana Mastana
Mohabbat
Judge Mujrim
Betaabi
Prithvi
Aur Pyaar Ho Gaya
Mere Sapnon Ki Rani
Daadagiri
Pardes
Taraazu
Daava
Yes Boss
Daud
Do Aankhen Barah Haath
Gupt
Itihaas
Border
Gunda Gardi
Insaaf
Virasat
Mahaanta
Sapnay
Mrityudaata
Koyla
Ziddi
Himalay Putra
Kaalia
Lahoo Ke Do Rang
Auzaar
Judaai
Hero No.1
Yeshwant
Judwaa
Aar Ya Paar
Banarasi Babu
Aastha: In The Prison Of Spring
Loha
Jodidar
Zakhm
Wajood
Jhoot Bole Kauwa Kate
China Gate
Doli Sajake Rakhna
Soldier
Mehndi
Prem Aggan
Hero Hindustani
Bade Miyan Chote Miyan
Kuch Kuch Hota Hai
Bandhan
Maharaja
Tirchhi Topiwale
Dil Se
Barood
Yamraaj
Pyaar To Hona Hi Tha
Angaarey
Kareeb
Dulhe Raja
Suraj
Major Saab
Ghulam
Hum Se Badhkar Kaun: The Entertainer
Gharwali Baharwali
Achanak
Dushman
Sham Ghansham
Jab Pyar Kisi Se Hota Hai
Hitler
Mard
Duplicate
Aunty No. 1
Salaakhen
Kabhi Na Kabhi
Qila
Aakrosh
Yugpurush
Pyar Kiya To Darna Kya
Chandaal
Satya
Military Raaj
Zor
Vinashak – Destroyer
Sher-E-Hindustan
Jaanwar
Thakshak
Shera
Khoobsurat
Dillagi
Gair
Shool
Hum Saath Saath Hain
Vaastav: The Reality
Mast
Hum Tum Pe Marte Hain
Hello Brother
1947 (Earth)
Godmother
Baadshah
Arjun Pandit
Taal
Kohram
Pyaar Koi Khel Nahin
Hindustan Ki Kasam
Mann
Pyaar Mein Kabhi Kabhi
Haseena Maan Jaayegi
Hum Dil De Chuke Sanam
Sirf Tum
Biwi No 1
Rajaji
Sooryavansham
Kartoos
Hogi Pyar Ki Jeet
Sarfarosh
Jaihind
Zulmi
Silsila Hai Pyar Ka
Anari No. 1
Jaanam Samjha Karo
International Khiladi
Aarzoo
Sangharsh
Laawaris
Lal Baadshah
Kaun
Kachche Dhaage
Daag-The Fire
Bade Dilwala
Hum Aapke Dil Mein Rehte Hain
Aa Ab Laut Chalen
Hu Tu Tu
Sanyasi Mera Naam
Dil Kya Kare
Tower House
Khiladi 420
Raju Chacha
Ghaath
Billa No 786
Champion
Kahi Pyaar Na Ho Jaaye
Kurukshetra
Mohabbatein
Mission Kashmir
Jis Desh Mein Ganga Rehta Hai
Astitva
Aaghaaz
Dhaai Akshar Prem Ke
Dil Pe Mat Le Yaar
Kaali Topi Laal Rumaal
Karobaar
Fiza
Hamara Dil Aapke Paas Hai
Tera Jadoo Chal Gayaa
Dhadkan
Deewane
Har Dil Jo Pyaar Karega
Kunwara
Jungle
Bichhoo
Refugee
Tarkieb
Joru Ka Ghulam
Shikari
Josh
Hum To Mohabbat Karega
Kya Kehna
Chal Mere Bhai
Hadh Kar Di Aapne
Gang
Baaghi
Hera Pheri
Khauff
Daku Ramkali
Hey! Ram
Badal
Pukar
Sultaan
Phir Bhi Dil Hai Hindustani
Dulhan Hum Le Jayenge
Kaho Naa Pyaar Hai
Mela
Bulandi
Jung
Krodh
Style
Aamdani Athanni Kharcha Rupaiya
Kabhi Khushi Kabhie Gham
Bawandar
Ehsaas – A Feeling
Deewaanapan
Abhay
Tera Mera Saath Rahen
Asoka
Indian
Rehnaa Hai Terre Dil Mein
Yeh Teraa Ghar Yeh Meraa Ghar
Kasam
Chandni Bar
Ajnabee
Kyonkii Main Jhuth Nahi bolta
Ittefaq
Nayak
Lajja
Hum Ho Gaye Aapke
Yeh Raaste Hai Pyaar Ke
Dil Chahta Hai
Pyaar Ishq Aur Mohabbat
Aks
Tum Bin
Bas Itna Sa Khwaab Hai
Love Ke Liye Kuch Bhi Karega
Yaadein
Gadar – Ek Prem Katha
Lagaan: Once Upon a Time in India
Paagalpan
Avgat
Mujhe Kucch Kehna Hai
Ek Rishtaa – The Bond of Love
Khatron Ke Khiladi
Pyaar Tune Kya Kiya
Albela
Jodi No.1
Rahul
One 2 Ka 4
Chuppa Rustam
Officer
Chori Chori Chupke Chupke
Vatsyayana Kamasutra
Zahreela
Kasoor
Aashiq
Kuch Khatti Kuch Meethi
Farz
Zubeidaa
Saathiya
Kaante
Karz – The Burden of Truth
Waah! Tera Kya Kehna
Annarth
Jeena Sirf Merre Liye
Deewangee
Dil Vil Pyar Vyar
Hathyar
Yeh Kya Ho Raha Hai?
Road
Gunaah
Shakti – The Power
Ek Chhotisi Love Story
Dil Hai Tumhaara
Chor Machaye Shor
Maine Dil Tujhko Diya
Jaani Dushman
Mujhse Dosti Karoge
Yeh Hai Jalwa
Om Jai Jagadish
Devdas
Humraaz
Kyaa Dil Ne Kahaa
Awara Paagal Deewana
Badhaai Ho Badhaai
Rishtey
The Legend Of Bhagat Singh
Mere Yaar Ki Shaadi Hai
23rd March 1931 Shaheed
Hum Kisi Se Kum Nahin
Hum Tumhare Hain Sanam
Ab Ke Baras
Na Tum Jaano Na Hum
Tum Se Achcha Kaun Hai
Aap Mujhe Achche Lagne Lage
Company
Aankhen
16-Dec
Kya Yehi Pyaar Hai
Kranti
Tumko Na Bhool Paayenge
Haan Maine Bhi Pyaar Kiya
Filhaal
Maa Tujhhe Salaam
Yeh Dil Aashiqanaa
Koi Mere Dil Se Poochhe
Pitaah
Raaz
Ankhiyon Se Goli Maare
LOC Kargil
Munnabhai MBBS
Fun2ssh
Janasheen
Kal Ho Naa Ho
Out Of Control
Pinjar
Sssshhh?
Khel
Baghban
Zameen
Boom
Parwana
Market
Kuch Naa Kaho
Calcutta Mail
Gangaajal
Mumbai Se Aaya Mera Dost
Footpath
Tere Naam
Koi Mil Gaya
Oops?
Chori Chori
Hungama
Darna Mana Hai
Jaal – The Trap
Qayamat
Hawa
Main Prem Ki Diwani Hoon
Supari
Chalte Chalte
Khwahish
Nayee Padosan
Bhoot
Jajantaram Mamantram
Andaaz
Armaan
Ishq Vishk
The Hero
Saaya
Ek Aur Ek Gyarah
Om
Chura Liyaa Hai Tumne
Baaz
Khushi
Dum
Kucch To Hai
Jism
Dil Ka Rishta
Talaash… The Hunt Begins
Tujhe Meri Kasam
Dil Maange More
Ab Tumhare Hawale Watan Sathiyo
Raincoat
Swades
Musafir
Hulchul
Naach
Veer Zaara
Aitraaz
Vaastu Shastra
Tauba Tauba
Tumsa Nahin Dekha
Madhoshi
Dil Ne Jise Apna Kahaa
Rakht
Phir Milenge
Dhoom
Fida
Kyun! Ho Gaya Na
Taarzan – The Wonder Car
Mujhse Shaadi Karogi
Julie
Asambhav
Gayab
Garv
Deewaar – Lets bring our heroes home
Lakshya
Dev
Girlfriend
Aan – Men at Work
Hum Tum
Yuva
Run
Lakeer
Main Hoon Na
Bardaasht
Krishna Cottage
Masti
Murder
Ab Tak Chhappan
Tum?
Kismat
I – Proud To Be An Indian
Rudraksh
Paap
Aetbaar
Khakee
Ek Hasina Thi
Plan
Chameli
Shikhar
Dosti – Friends Forever
Vaah! Life Ho Toh Aisi
Bluffmaster
Neal ‘n’ Nikki
Ek Ajnabee
Kalyug
Apaharan
Deewane Huye Paagal
Ek Khiladi Ek Haseena
Garam Masala
Kyon Ki
Shaadi No.1
Hanuman
Chocolate
Salaam Namaste
Aashiq Banaya Aapne
No Entry
Iqbal
Barsaat
Mangal Pandey – The Rising
Viruddh
Maine Pyaar Kyun Kiya
Fareb
Dus
Sarkar
Paheli
Bach Ke Rehna Re Baba
Parineeta
D – Underworld
Bunty Aur Babli
Naina
Jo Bole So Nihaal
Kyaa Kool Hai Hum
Kaal
Waqt – Race Against Time
Mumbai Xpress
Lucky – No Time For Love
Shabd
Tango Charlie
Zeher
Karam
Bewafaa
Jurm
Black
Blackmail
Kisna
Page 3
Elaan
Insan
Vaada
Bhagam Bhag
Kabul Express
Baabul
Dhoom 2
Vivah
Apna Sapna Money Money
Umrao Jaan
Don – The Chase Begins Again
Jaan-E-Mann
Woh Lamhe
Khosla Ka Ghosla
Rocky – The Rebel
Dor
Shiva
Pyaar Ke Side Effects
Naksha
Dil Diya Hai
Lage Raho Munnabhai
Aap Ki Khatir
Kabhi Alvida Naa Kehna
Anthony Kaun Hai?
Omkara
The Killer
Golmaal: Fun Unlimited
Corporate
Krrish
Phir Hera Pheri
Chup Chup Ke
Shaadi Se Pehle
Fanaa
Tom Dick and Harry
Tathastu
36 China Town
Darna Zaroori Hai
Gangster
Pyare Mohan
Humko Deewana Kar Gaye
Saawan – The Love Season
Being Cyrus
Malamaal Weekly
Teesri Aankh – The Hidden Camera
Taxi Number 9211
Fight Club – Members Only
Mere Jeevan Saathi
Aksar
Rang De Basanti
Zinda
Family – Ties of Blood
Jawani Diwani – A Youthful Joyride
Welcome
Taare Zameen Par
Dus Kahaniyaan
Aaja Nachle
Dhan Dhana Dhan Goal
Om Shanti Om
Good Boy Bad Boy
Jab We Met
Laaga Chunari Mein Daag
Bhool Bhulaiyaa
Johnny Gaddaar
Dhol
Saawariya
Darling
Dhamaal
Red
Ram Gopal Varma Ki Aag
Heyy Babyy
Buddha Mar Gaya
Chak De India
Gandhi My Father
Cash
Naqaab
Awarapan
Apne
Aap Ka Surroor – The Moviee
Jhoom Barabar Jhoom
The Train
Shakalaka Boom Boom
Fool n Final
Cheeni Kum
Shootout At Lokhandwala
Life In A… Metro
Ta Ra Rum Pum
Kya Love Story Hai
Big Brother
Bheja Fry
Provoked
Namastey London
Just Married
Hattrick
Nishabd
Nehlle Pe Dehlla
Honeymoon Travels Pvt Ltd.
Eklavya – The Royal Guard
Black Friday
Traffic Signal
Salaam-E-Ishq
Risk
Guru
Ghajini
Jumbo
Rab Ne Bana Di Jodi
Dil Kabaddi
Oye Lucky! Lucky Oye!
Yuvvraaj
Dostana
Emi
Fashion
Golmaal Returns
Heroes
Roadside Romeo
Karzzzz
Hello
Kidnap
Drona
Welcome to Sajjanpur
1920
A Wednesday !
C Kkompany
Rock On!!
Phoonk
Mumbai Meri Jaan
God Tussi Great Ho
Bachna Ae Haseeno
Singh Is Kinng
Ugly Aur Pagli
Money Hai Toh Honey Hai
Mission Istaanbul
Kismat Konnection
Contract
Love Story 2050
Jaane Tu… Ya Jaane Na
Thoda Pyaar Thoda Magic
De Taali
Mere Baap Pehle Aap
Sarkar Raj
Jannat
Bhoothnath
Mr. White Mr. Black
Tashan
Krazzy 4
U Me Aur Hum
One Two Three
Race
Black & White
Jodhaa Akbar
Mithya
Sunday
Halla Bol
Bolo Raam
Accident on Hill Road
"Raat Gayi, Baat Gayi?"
3 Idiots
World Cupp 2011
Paa
Radio
De Dana Dan
Marega Salaa
Kurbaan
Tum Mile
Aao Wish Karein
2012 (English)
Rocket Singh – Salesman Of The Year
Jail
Ajab Prem Ki Ghazab Kahani
London Dreams
Aladin
Main Aurr Mrs Khanna
Blue
All The Best
Acid Factory
Short Kut – The Con is On
Do Knot Disturb
Wake Up Sid
What’s Your Raashee?
Dil Bole Hadippa!
Wanted
Aagey Se Right
Fox
Quick Gun Murugun
Daddy Cool
Life Partner
Kaminey
Agyaat
Teree Sang
Love Aaj Kal
Luck
Partner
Jashnn
Kambakkht Ishq
New York
Paying Guests
Kal Kissne Dekha
99
8×10 Tasveer
Ek – The Power of One
Aa Dekhen Zara
Aloo Chaat
Jai Veeru
Gulaal
13B
Dhoondte Reh Jaoge
Delhi-6
Billu
Dev D
Luck By Chance
Raaz – The Mystery Continues
Chandni Chowk To China
Trump Card
Love com
Raja Ki Aayegi Baaraat
Shaabash! You Can Do It
Ada… a way of life
Toonpur Ka Superrhero
Isi Life Mein
Tees Maar Khan
Kaalo
332 Mumbai To India
Mirch
Payback
No Problem
Band Baaja Baaraat
Phas Gaye Re Obama
Rakht Charitra – 2
Khelein Hum Jee Jaan Sey
Khuda Kasam
Allah Ke Banday
Spanish Beauty/A Beautiful Wife
Break Ke Baad
Hisss
Diwangi Ne Had Kar Di
Guzaarish
Shahrukh Bola Khoobsurat Hai Tu
Dunno Y Na Jaane Kyun…
Ramaa – The Saviour
A Flat
Golmaal 3
Action Replayy
Musaa
Nakshatra
Maalik Ek
Daayen Ya Baayen
Dus Tola
Rakht Charitra – I
Jhootha Hi Sahi
Kajraare
Aakrosh
Knock Out
Ramayana – The Epic
Do Dooni Chaar
Lava Kusa
Crook: It’s Good To Be Bad
Khichdi – The Movie
Benny and Babloo
Robot
Anjaana Anjaani
Life Express
For Real
Dabangg
The Film Emotional Atyachar
Mallika
We Are Family
Gumshuda
Geng – The Adventure Begins
Hello Darling
Antardwand
Soch Lo
Aashayein
Madholal Keep Walking
Kis Hudh Tak…
Lafangey Parindey
And Once Again
PEEPLI [Live]
Help
Aisha
Once Upon A Time In Mumbaai
Khatta Meetha
Lamhaa
Udaan
Tere Bin Laden
Milenge Milenge
Red Alert – The War Within
I Hate Luv Storys
Mr. Singh Mrs. Mehta
Krantiveer-The Revolution
www.Love.com
Raavan
The Camp
Ek Second… Jo Zindagi Badal De?
Raajneeti
Ashok Chakra
Kites
Admissions Open
Vroom
Kushti
Bumm Bumm Bole
Bal Hanuman 2
Badmaash Company
It’s a Wonderful Afterlife
Do Dilon Ke Khel Mein
Housefull
Chase
Kuchh Kariye
City Of Gold
Muskurake Dekh Zara
Apartment
Mumbai 118
Bird Idol
Paathshaala
Phoonk 2
Jaane Kahan Se Aayi Hai
The Japanese Wife
Prince
Tum Milo Toh Sahi
Sadiyaan
The Great Indian Butterfly
Pankh
My Friend Ganesha 3
Well Done Abba
Prem Kaa Game
Hum Tum Aur Ghost
Mittal V/S Mittal
Lahore
Idiot Box
Shaapit
Love Sex Aur Dhokha
Na Ghar Ke Na Ghaat Ke
Swaha
Right Yaaa Wrong
Hide & Seek
Atithi Tum Kab Jaoge?
Rokkk
Thanks Maa
Hello Zindagi
Teen Patti
Karthik Calling Karthik
Toh Baat Pakki
Click
My Name Is Khan
"Road, Movie"
Phaans – Ek Jasoos Ki Kahani
Striker
Rann
Ishqiya
Veer
Chance Pe Dance
Bhavnao Ko Samjho
Hello Hum Lallann Bol Rahe Hain
Mission 11 Jul
Dulha Mil Gaya
Pyaar Impossible
Ek Aadat
Kya Yahi Sach Hai
Don Ke Baad Kaun?
Don 2
Pappu Can’t Dance Saala
Faraar
Jo Hum Chahein
Ye Stupid Pyar
Lanka
Ladies VS Ricky Bahl
The Dirty Picture
I Am Singh
Ek Main Ek Tum
Desi Boyz
Dam 999
Shakal Pe Mat Ja
Who’s There?
Rockstar
Tension Doooor
Na Jaane Kabse..
Miley Naa Miley Hum
Loot
Tell Me O Kkhuda
Damadamm!
Ra.One
Be-Careful
Aazaan
My Friend Pinto
Jo Dooba So Paar – It’s Love in Bihar!
Mujhse Fraaandship Karoge
Mod
Love Breakups Zindagi
Soundtrack
9 Eleven
Rascals
Saheb Biwi Aur Gangster
Tere Mere Phere
Force
Chargesheet
Hum Tum Shabana
Speedy Singhs
Mausam
U R My Jaan
Rivaaz
Mere Brother Ki Dulhan
That Girl in Yellow Boots
Bol
Bodyguard
Mummy Punjabi
Shabri
Stand By
Chitkabrey – Shades Of Grey
Yeh Dooriyan
Not A Love Story
Sahi Dhandhe Galat Bande
5ters – Castle Of Dark Master
Chatur Singh Two Star
Aarakshan
Phhir
I Am Kalam
Chala Mussaddi – Office Office
Warning
Gandhi To Hitler
Bubble Gum
Khap
Singham
Zindagi Na Milegi Dobara
Murder 2
Chillar Party
Bbuddah…Hoga Terra Baap
Delhi Belly
Double Dhamaal
Bheja Fry 2
Cycle Kick
Always Kabhi Kabhi
Bin Bulaye Baarati
Bhindi Baazaar Inc
Love Express
Shaitan
Ready
A Strange Love Story
Kucch Luv Jaisaa
Sheetalbhabhi.com
Kashmakash
404
Pyaar Ka Punchnama
Love U… Mr. Kalakaar!
Shagird
Stanley Ka Dabba
Ragini MMS
Luv Ka The End
Haunted – 3D
Naughty @ 40
Queens! Destiny Of Dance
Men Will Be Men
I Am
Chalo Dilli
Shor In The City
Zokkomon
Dum Maaro Dum
Teen Thay Bhai
Thank You
F.A.L.T.U
The Green Chic
Game
Happy Husbands
Yeh Faasley
Tanu Weds Manu
Satrangee Parachute
Kaccha Limboo
7 Khoon Maaf
Patiala House
Aashiqui.in
Angel
Utt Pataang
Yeh Saali Zindagi
United Six
Dil Toh Baccha Hai Ji
Dhobi Ghat
Yamla Pagla Deewana
Turning 30!!!
No One Killed Jessica
Ashoka The Hero
Vikalp
Impatient Vivek
Secrets Of Sex
Hansa
Dabangg 2
Myoho
Cigarette Ki Tarah
10ml Love
Khiladi 786
Talaash
Life of Pi
Jeet Lengey Jahaan
Operation Mumbai
Jab Tak Hai Jaan
Son Of Sardaar
It’s Rocking – Dard-E-Disco
Murder In Mumbai
1920 – Evil Returns
Sons of Ram
Future To Bright Hai Ji
Ata Pata Laapata
Luv Shuv Tey Chicken Khurana
Le Gaya Saddam
Ajab Gazabb Love
Rush
Chakravyuh
Shudra The Rising
Janleva 555
Delhi Safari
Student Of The Year
In The Name Of.. Tai
Prem Mayee
Login
Chittagong
Bhoot Returns
Aiyyaa
English Vinglish
Kismet Love Paisa Dilli
OMG Oh My God!
Kamaal Dhamaal Malamaal
Heroine
The Lost Tape
Qayamat Hi Qayamat
Barfi!
Jeena Hai Toh Thok Daal
Riwayat
Raaz 3
Chal Pichchur Banate Hain
Jalpari
From Sydney With Love
Joker
I M 24
Shirin Farhad Ki Toh Nikal Padi
Ek Tha Tiger
Second Marriage Dot Com
5 Ghantey Mien 5 Crore
Overtime
Gangs Of Wasseypur 2
Krishna Aur Kans
Jism – 2
Yeh Jo Mohabbat Hai
Harud
Siyaah..
Aalaap
Kyaa Super Kool Hain Hum
Challo Driver
Gattu
Mere Dost Picture Abhi Baki Hai
Cocktail
3 Bachelors
Bol Bachchan
Supermen of Malegaon
Daal Mein Kuch Kaala Hai!
Maximum
The Amazing Spider – Man
Vidhata – Tere Khel Hain Nirale
Gangs Of Wasseypur
Teri Meri Kahaani
Qasam Se Qasam Se
Ferrari Ki Sawaari
Chakradhaar
Shanghai
Rowdy Rathore
Arjun – The Warrior Prince
Chutki Bajaa Ke
